value,df,idf,tf_idf
ojas_bansal,1,10.757738975973014,1.3720017219441263
isa_aanchal,5,9.659126687304903,1.5619074358088538
char,13,8.8118288269177,1.140952661757478
datatype,3,10.064591795413069,1.6774319659021781
imagefield,1,10.757738975973014,0.5802308563112475
illustrate,5,9.659126687304903,0.7741738480631472
aakash_panchal,11,8.965979506744958,0.7103206450923983
configure,11,8.965979506744958,1.1207474383431197
fish,1,10.757738975973014,0.9374553047439415
ubuntu?,6,9.504976007477646,0.8557144963181085
prateek_aggarwal,4,9.841448244098858,1.1881220009347058
preferences,1,10.757738975973014,0.8933526329160987
palaksinghal9903,6,9.504976007477646,0.6263860847441755
snehabalaji,1,10.757738975973014,1.3257297658444132
extraction,7,9.371444614853123,1.2003984857472667
sarthakn19,1,10.757738975973014,1.005797625721423
back-end,3,10.064591795413069,1.436278802079457
pranjalkumar4,2,10.352273867864849,0.675146106561711
ashishgoyall,1,10.757738975973014,1.3798752410435575
javascript:void(0),1,10.757738975973014,0.9309160319146096
mean?,2,10.352273867864849,0.8163305512933953
placeholder,12,8.885936799071423,0.8810974896849957
inline-block,3,10.064591795413069,0.9288751808792557
inline-flex,1,10.757738975973014,1.4788962668378354
rosemarybenny2000,1,10.757738975973014,0.5176636078257353
catch,8,9.25366157919674,0.5157607611655532
throw,8,9.25366157919674,0.728948558701245
thvardhan,4,9.841448244098858,1.0281846199107487
1’s,58,7.373348712627239,1.1953043306636681
shivanshukumarsingh1,6,9.504976007477646,0.5258979401676964
learning?,5,9.659126687304903,0.6099867574344094
filefield,1,10.757738975973014,0.3952571203364507
dwij sheth,1,10.757738975973014,1.0281846199107487
sabre,7,9.371444614853123,0.40262725053112747
lakshmi_nainar,1,10.757738975973014,0.8234158285990199
c-look,2,10.352273867864849,0.9153515770876731
sid779,8,9.25366157919674,0.9350873397277898
datetimefield,1,10.757738975973014,1.024888576788129
overlaid,1,10.757738975973014,1.2229306283766848
rohnux_26,3,10.064591795413069,0.8163305512933953
transparently,1,10.757738975973014,0.9867987677518506
unionfs,1,10.757738975973014,0.9327377637460856
kaushikkakdey,1,10.757738975973014,0.3992848514883502
sentinel,2,10.352273867864849,0.2574761019866325
"amazon,",4,9.841448244098858,0.38492657743326597
"microsoft,",4,9.841448244098858,1.294034233483106
number.,4,9.841448244098858,0.6520594288518234
superfactorial,1,10.757738975973014,0.8219611041664759
boxes,19,8.45515388297897,0.3002361168706924
coivam,1,10.757738975973014,0.9817007542529052
rajsheth,3,10.064591795413069,1.3159230158405908
destructor,6,9.504976007477646,1.26678975913715
karanjekarhoshang,1,10.757738975973014,1.168039150007107
arjun20111996,2,10.352273867864849,1.7929564959955022
pyttsx3,2,10.352273867864849,1.0157166469768244
makemigrations,1,10.757738975973014,0.5468846615693215
migrate,1,10.757738975973014,1.0507954648511921
abhishek de,5,9.659126687304903,0.8058674813234374
deleting,27,8.118681646357755,1.294034233483106
"inserting,",1,10.757738975973014,0.42518238742778314
orm,1,10.757738975973014,0.973415563800414
updating,4,9.841448244098858,0.7200658377761123
ayushchauhan1,1,10.757738975973014,0.90029886431045
snapdeal,13,8.8118288269177,1.804194912983925
chrome,10,9.052990883734589,1.804194912983925
dino,1,10.757738975973014,1.8797651309521584
vidhayak_chacha,9,9.148301063538913,1.696861765605223
override,10,9.052990883734589,0.9817007542529052
shubhamr238,8,9.25366157919674,0.8955406521973207
hanoi,8,9.25366157919674,1.1957033395861505
tower,15,8.678297434293178,1.119114618023077
twisted,3,10.064591795413069,1.4010606198015894
satisfies,11,8.965979506744958,1.7929564959955022
<link>,2,10.352273867864849,0.9659126687304904
vijay sirra,20,8.406363718809537,0.8678297434293178
jrolofmeister,1,10.757738975973014,0.8506447177366518
gets(str),1,10.757738975973014,0.6787447062420893
"scanf(“%[^\n]s”,",1,10.757738975973014,0.9659126687304904
str),1,10.757738975973014,0.5289678834837883
namankhare42,3,10.064591795413069,0.7737314089828651
bfs,24,8.232010331664759,0.8811828826917701
coderboy_,1,10.757738975973014,0.7068859521859078
(aug,1,10.757738975973014,0.6560537028311205
2019),23,8.272832326185014,0.7181394010397285
kaushal_agarwal,2,10.352273867864849,0.6468338918682519
maq,23,8.272832326185014,0.6468338918682519
mvt,2,10.352273867864849,0.5830449050232875
collatz,4,9.841448244098858,0.673632527212207
sayantandas3,1,10.757738975973014,0.7181394010397285
(k8s),1,10.757738975973014,0.3131930423720877
charlie_04,1,10.757738975973014,0.3664417024449401
capacity,6,9.504976007477646,0.7133761998863994
hold,5,9.659126687304903,0.7343190689098084
md1844,50,7.519060523808633,0.3211659765323679
passengers,1,10.757738975973014,0.46419609751102153
train,4,9.841448244098858,0.6953254784047498
sanjoy_62,14,8.742835955430749,0.8872389170814703
development?,4,9.841448244098858,1.1953043306636681
co,7,9.371444614853123,0.658825026518968
de-shaw,2,10.352273867864849,0.8838198438962754
krikti,37,7.813299996806573,0.9873263110079359
(ses,1,10.757738975973014,0.528068678046394
naman_garg,56,7.4078348886984084,1.1953043306636681
remains,6,9.504976007477646,0.40262725053112747
containerization,1,10.757738975973014,0.5157607611655532
clean,6,9.504976007477646,0.9394615425532188
gupta_shrinath,3,10.064591795413069,1.1953043306636681
analytics,21,8.359843703174644,0.626971518505835
quotient,11,8.965979506744958,0.5391530142131604
digest,1,10.757738975973014,0.7431902468594669
nayansengupta,1,10.757738975973014,0.5815866728275659
passout-batch,1,10.757738975973014,1.0934942493443176
internship(on-campus),3,10.064591795413069,1.1953043306636681
(full,13,8.8118288269177,1.1858850477341425
inode,1,10.757738975973014,1.7235345624953486
tanyasaxena1,1,10.757738975973014,2.151547795194603
(rdt),2,10.352273867864849,1.2763963908625455
2.0,4,9.841448244098858,0.7247290509560296
reliable,4,9.841448244098858,1.8350030730899118
shubhirockzz998,3,10.064591795413069,2.588068466966212
aakashsingh_17,2,10.352273867864849,2.2414948766862395
successful,4,9.841448244098858,2.516147948853267
pictures,1,10.757738975973014,0.6680896497344182
sayonighosh2601,2,10.352273867864849,0.8805028479907552
somya13,1,10.757738975973014,0.7201192063285509
hero2018,1,10.757738975973014,0.8838198438962754
quantiphi,4,9.841448244098858,0.7761086708753749
ion,3,10.064591795413069,0.9451607974851686
sbvkrishna,1,10.757738975973014,0.8872389170814703
asm,1,10.757738975973014,0.8051326152379992
declaration,15,8.678297434293178,0.8173935104789842
somil_singh,4,9.841448244098858,0.8409093927443236
atlassian,8,9.25366157919674,1.4788962668378354
jain_garvit4,1,10.757738975973014,0.45632554455811447
rohan_kansara,8,9.25366157919674,0.43991608849516106
f(i),1,10.757738975973014,1.4377988279161527
f(j),1,10.757738975973014,0.7452107758306553
f(n),3,10.064591795413069,0.34312699070936276
r_singh_1,1,10.757738975973014,0.514298751768052
counting,24,8.232010331664759,0.9790920918797444
rg prasad,1,10.757738975973014,0.48260674249136154
thecoducer,1,10.757738975973014,0.4282213020431572
specialist1234,1,10.757738975973014,0.7711140722240121
divide,74,7.133398042996649,0.7826852121409672
length(),4,9.841448244098858,0.8354511693120703
mayank5326,4,9.841448244098858,1.0732362985894337
abhishek_ranjan,16,8.617672812476743,0.5081766761150589
rdbms,6,9.504976007477646,1.4059211777284082
lonewolf_akashdip,3,10.064591795413069,0.6250110417935102
akshaygarg9009,1,10.757738975973014,0.9153515770876731
experience(associate,2,10.352273867864849,1.16500704150409
josh,6,9.504976007477646,1.5368198537104305
mcq,14,8.742835955430749,1.5368198537104305
altran(aricent),1,10.757738975973014,0.8425609388016202
xamarin,2,10.352273867864849,1.4788962668378354
kurshit,1,10.757738975973014,1.1279340135776492
“for”,1,10.757738975973014,1.5368198537104305
“geeks”,1,10.757738975973014,0.931947495910822
interrupts,4,9.841448244098858,1.1942633861678063
lemilxavier,8,9.25366157919674,1.0858197935461285
bridge,10,9.052990883734589,0.5786966627671809
mohanapriya19,1,10.757738975973014,2.151547795194603
riddle,3,10.064591795413069,0.8686921364844509
avik_dutta,8,9.25366157919674,2.151547795194603
poisoned,1,10.757738975973014,1.4404781828967201
rat,10,9.052990883734589,1.1428627718107536
front-end,6,9.504976007477646,1.2296379660776524
constant,32,7.954378595066479,0.7985697029767004
imagedraw.draw.text(),1,10.757738975973014,0.514952203973265
sunitamamgai,7,9.371444614853123,0.7698531548665319
principles,10,9.052990883734589,0.9504976007477647
agartala,1,10.757738975973014,0.5953717931239758
august,7,9.371444614853123,0.714682106332879
delhi,8,9.25366157919674,0.9841448244098858
nit,7,9.371444614853123,0.44405742892257294
healthineers,1,10.757738975973014,1.035227386786485
siemens,11,8.965979506744958,0.39420989858986827
redundant,3,10.064591795413069,1.006459179541307
sandvine,5,9.659126687304903,0.676875492940874
angularjs,25,8.192789618511476,0.925366157919674
rohaankhan,1,10.757738975973014,0.6931905385597986
sh16011993,1,10.757738975973014,1.3447173719966268
offer,3,10.064591795413069,1.1567076973995924
saikarthik952,1,10.757738975973014,1.3447173719966268
gopaldave,66,7.246193537141993,1.2301810305123573
round(),5,9.659126687304903,0.9869422618804432
sand,1,10.757738975973014,1.294034233483106
hole,1,10.757738975973014,0.45295565684751843
nat,1,10.757738975973014,1.850732315839348
omkarchalke,4,9.841448244098858,1.7235345624953486
punching,1,10.757738975973014,2.07045477357297
decoder,6,9.504976007477646,1.8742889229706248
demultiplexer,2,10.352273867864849,1.850732315839348
ii),21,8.359843703174644,0.5468846615693215
zeta,1,10.757738975973014,0.800932629951714
gep,1,10.757738975973014,0.9327377637460856
vinay sagar 3,1,10.757738975973014,1.294034233483106
oyo,62,7.307751430141426,0.9612107551049246
libsys,2,10.352273867864849,0.90029886431045
himanshumishra12,1,10.757738975973014,1.1567076973995924
scenes(skype),1,10.757738975973014,1.0847871792866473
4-bit,1,10.757738975973014,2.4306676910577623
adder-subtractor,1,10.757738975973014,1.4583590975181906
abhaybhat,3,10.064591795413069,3.5859129919910044
playfair,2,10.352273867864849,1.1363397992952111
2020(on-campus),1,10.757738975973014,0.563156997985526
derived,9,9.148301063538913,0.8679439641212563
functions?,1,10.757738975973014,0.7157056594142911
nextline(),3,10.064591795413069,0.5980222826575844
skipping,2,10.352273867864849,1.2152067396237882
rahul gunkar,3,10.064591795413069,1.1320750902738281
centralized,1,10.757738975973014,0.9942973243833099
choose?,7,9.371444614853123,0.4927623732373353
control:,1,10.757738975973014,0.7594509686060993
citibank,5,9.659126687304903,0.6262424519875047
drive)2019,1,10.757738975973014,0.5232694973253864
channel,7,9.371444614853123,0.8200671285389006
sakshibhakhra,15,8.678297434293178,0.9905657039895996
coding?,3,10.064591795413069,0.8731222547347969
riya suntwal,1,10.757738975973014,0.7822411632053435
jtg,3,10.064591795413069,1.3447173719966268
3.8,1,10.757738975973014,0.7684476560592354
sandyjswl,3,10.064591795413069,0.9398825654760792
walrus,1,10.757738975973014,1.0700642998295993
(optum),2,10.352273867864849,1.3447173719966268
united,6,9.504976007477646,1.0104487908183106
lankeshhj,1,10.757738975973014,1.2301810305123573
deepak_jain,8,9.25366157919674,1.7016238143478966
re.match(),1,10.757738975973014,2.6894347439932536
c-scan,1,10.757738975973014,1.3925882925330646
manoj_kumar_bahuguna,1,10.757738975973014,2.0208975816366213
anand27,2,10.352273867864849,0.5970271014648805
returning,11,8.965979506744958,0.9642552704770198
mateshwari verma,1,10.757738975973014,0.3549198679896446
tweeted,1,10.757738975973014,0.22886764621034
affinetransformimage(),1,10.757738975973014,0.3421569577184586
vigneshkannan3,7,9.371444614853123,1.1182879772681187
configuring,3,10.064591795413069,0.5796083812016208
howdy,1,10.757738975973014,0.9239324378448677
unlock,3,10.064591795413069,0.26687654832950436
destination,34,7.895538095043546,0.576694167730921
maze,15,8.678297434293178,0.8371619956783243
sakshi_srivastava,48,7.559065858422333,1.0193811613160788
rajshree27,1,10.757738975973014,0.9374553047439415
"institute,",6,9.504976007477646,1.3447173719966268
(backward,1,10.757738975973014,0.7703273907298029
choco_chips,2,10.352273867864849,0.5232694973253864
technique),1,10.757738975973014,0.5991093888327763
deutsche,35,7.867367218076849,0.5323798019844669
kshitizz,1,10.757738975973014,0.34330146931551
generale,12,8.885936799071423,1.1866921360411045
societe,12,8.885936799071423,0.5132354365776879
interfaces,17,8.560514398636794,1.7929564959955022
(2020,5,9.659126687304903,0.8598861694957731
atulkumaragrawal,1,10.757738975973014,1.3798752410435575
graduates),4,9.841448244098858,1.3069001519341303
junior,6,9.504976007477646,1.1499555392672576
kolkata,3,10.064591795413069,1.4059211777284082
"systems,hyderabad",1,10.757738975973014,1.2229306283766848
2019?,2,10.352273867864849,0.8692728773587296
accounts,1,10.757738975973014,0.5176636078257353
billion,2,10.352273867864849,1.0062110968588505
fake,4,9.841448244098858,0.7641685096039551
quarter,1,10.757738975973014,0.5940772628021933
fractional,5,9.659126687304903,1.0290012914580948
knapsack,19,8.45515388297897,1.1881220009347058
mayankbansal2,1,10.757738975973014,1.1881220009347058
lepusarcticus,1,10.757738975973014,1.294034233483106
matchsticks,5,9.659126687304903,0.45295565684751843
cerner,4,9.841448244098858,1.3447173719966268
ankurdubey521,2,10.352273867864849,1.207390835913113
o(nlogn),4,9.841448244098858,0.7076157482044632
accessors,2,10.352273867864849,1.294034233483106
khushalagarwal,2,10.352273867864849,0.952780595005483
anshul_aggarwal,23,8.272832326185014,0.952780595005483
changes,25,8.192789618511476,1.3447173719966268
shivamkumarsingh1,3,10.064591795413069,0.45295565684751843
dbms),2,10.352273867864849,0.9242540514130648
extendible,1,10.757738975973014,1.1024340415969134
nihar_salunke,2,10.352273867864849,1.7253789779774746
techno_phyle,1,10.757738975973014,1.347265054424414
matrix.rref(),1,10.757738975973014,1.7253789779774746
sympy,3,10.064591795413069,1.6098544478841506
teradata,7,9.371444614853123,1.294034233483106
wrick,1,10.757738975973014,0.8634489217828694
balindam,2,10.352273867864849,1.0568942353723711
dpkjha5337,1,10.757738975973014,0.6702301601357641
grocery,3,10.064591795413069,1.1567076973995924
maintaining,5,9.659126687304903,1.0700642998295993
loopback,1,10.757738975973014,0.7606137676888884
posteriori,1,10.757738975973014,0.952780595005483
priori,1,10.757738975973014,0.6341683885580243
time.h,1,10.757738975973014,1.3257297658444132
foldcase(),1,10.757738975973014,1.347265054424414
intlchar,1,10.757738975973014,0.9681631809324742
mandeepsingh,1,10.757738975973014,0.7126936411160971
campus-fte-august,1,10.757738975973014,1.0626187235498552
nearest,21,8.359843703174644,0.7362755656896789
vishal_kr_chopra,2,10.352273867864849,1.2301810305123573
ankugupta,1,10.757738975973014,0.8621261581165522
fresher,14,8.742835955430749,0.8569707882997961
science?,4,9.841448244098858,1.1881220009347058
mohamedaskar,1,10.757738975973014,0.8731222547347969
expressions?,2,10.352273867864849,0.7142892323817209
prabhleenkaur,1,10.757738975973014,1.0394239925754762
groovy,1,10.757738975973014,0.7676062733119892
pratikkolapkar,1,10.757738975973014,1.1320750902738281
cv2.imread(),1,10.757738975973014,0.45632554455811447
rajnis09,29,8.049688774870804,0.43991608849516106
diagrams,10,9.052990883734589,1.5368198537104305
amitmiachel,1,10.757738975973014,0.7452107758306553
saisreevani,1,10.757738975973014,0.34312699070936276
striver,265,5.86738984775126,0.8438007238425679
(game,3,10.064591795413069,1.143537632942364
(normal,3,10.064591795413069,0.3992848514883502
game),7,9.371444614853123,0.2574761019866325
strategy),2,10.352273867864849,0.6739703701188953
nikhilmahipal,1,10.757738975973014,0.38492657743326597
encrypted,2,10.352273867864849,1.143537632942364
manishkhetan,8,9.25366157919674,0.9398825654760792
pratikshankar,1,10.757738975973014,0.8964782479977511
meetings,2,10.352273867864849,0.5922567278899395
room,8,9.25366157919674,0.6966536419312203
shalikrampatel,2,10.352273867864849,0.26618990099223344
compiled,3,10.064591795413069,0.171650734657755
interpreted,3,10.064591795413069,0.6860008609720631
udikshasolanki,1,10.757738975973014,0.25661771828884394
(experience-,1,10.757738975973014,0.4347062859012156
year),1,10.757738975973014,0.6765568038631462
greencoder,1,10.757738975973014,0.5922567278899395
topological,10,9.052990883734589,0.7343190689098084
hariomagarwal,1,10.757738975973014,0.20015741124712827
fermat,3,10.064591795413069,1.8078446128392132
available,4,9.841448244098858,2.3762440018694115
synchronization,27,8.118681646357755,1.7520587250106605
3.14,2,10.352273867864849,2.287075265884728
okay,1,10.757738975973014,1.1182879772681187
student?,2,10.352273867864849,1.1953043306636681
classful,3,10.064591795413069,0.8907665502275347
classless,4,9.841448244098858,0.9642552704770198
parsers,4,9.841448244098858,0.7541607847134324
snehanjanchatterjee,1,10.757738975973014,1.1182879772681187
sqrt(),4,9.841448244098858,0.40262725053112747
ninjacart,2,10.352273867864849,0.9575192013863046
tarun juluru,1,10.757738975973014,0.9340404132010596
amansingh2210,34,7.895538095043546,0.8855161040694755
delete(),2,10.352273867864849,1.269419542724489
webapp,2,10.352273867864849,0.969635294631556
a[i]%a[j],1,10.757738975973014,1.2588326895596715
amcat,9,9.148301063538913,1.0952423603735282
quantitative,10,9.052990883734589,1.4788962668378354
rishabhprabhu,111,6.732387285237865,0.5176636078257353
mahin_251,1,10.757738975973014,1.0772091015595928
fashion,10,9.052990883734589,0.6702301601357641
vowel,13,8.8118288269177,0.7411781548338391
vikash_kumar_chaurasia,2,10.352273867864849,0.7411781548338391
alindgupta,19,8.45515388297897,0.5059781331803586
growth,3,10.064591795413069,1.1881220009347058
$1,1,10.757738975973014,1.1316238604668236
apple,3,10.064591795413069,1.0104487908183106
company?,1,10.757738975973014,1.1934044525640946
trillion,1,10.757738975973014,1.6402413740164763
world’s,1,10.757738975973014,1.4686381378196167
aakashmanocha183,1,10.757738975973014,1.1312411770701485
chi-square,3,10.064591795413069,1.4010606198015894
explanation,6,9.504976007477646,0.9902496366508303
selection,34,7.895538095043546,0.8589724068013949
sohompramanick,31,7.985150253733233,1.4377988279161527
abhinandanbhatnagar,2,10.352273867864849,1.2808542152492797
directives,5,9.659126687304903,1.0190568632852355
ritashah,4,9.841448244098858,1.024888576788129
accessor,1,10.757738975973014,1.3219516541709628
niku123,4,9.841448244098858,0.870614268837278
0’s,32,7.954378595066479,0.7516633016930107
sub,15,8.678297434293178,1.3924499573601639
(x86),1,10.757738975973014,0.41196176317861205
64-bit,4,9.841448244098858,1.0468560110896188
os?,2,10.352273867864849,1.5524013404838046
focusout,1,10.757738975973014,0.9039223064196066
anirban166,7,9.371444614853123,1.143537632942364
cropthumbnailimage(),1,10.757738975973014,1.0449804628968304
divyanksinghsikarwar,5,9.659126687304903,1.294034233483106
(mis),2,10.352273867864849,0.4927623732373353
mriduldas,2,10.352273867864849,0.8790056935920452
anupbharadwaj54,1,10.757738975973014,1.1881220009347058
pat,1,10.757738975973014,0.7709603034743713
crazypro,9,9.148301063538913,1.6385579237022954
pseudoprime,1,10.757738975973014,0.9235708847493517
thoughtworks,11,8.965979506744958,1.9682896488197716
alert,4,9.841448244098858,1.4162876608131876
≥,13,8.8118288269177,1.74856719108615
case-specific,2,10.352273867864849,0.7239101137370423
enum,8,9.25366157919674,1.7253789779774746
prajmsidc,12,8.885936799071423,0.6570164976497803
starts,11,8.965979506744958,1.6098544478841506
sudo,24,8.232010331664759,1.2531767539681056
kartikgiri,1,10.757738975973014,1.6774319659021781
likithsai481999,1,10.757738975973014,0.9374553047439415
coins,26,8.15504929052863,0.6346957958694933
piles,3,10.064591795413069,1.1316238604668236
bankanikhil29,1,10.757738975973014,1.2580739744266336
cryptography,21,8.359843703174644,0.4927623732373353
jashkothari1,2,10.352273867864849,1.3447173719966268
preorder,29,8.049688774870804,1.0847871792866473
unbounded,4,9.841448244098858,1.2301810305123573
pratims10,5,9.659126687304903,0.34166513713318664
soumit1234,3,10.064591795413069,0.7033921899844228
distributing,4,9.841448244098858,0.5474127752344108
identical,22,8.31539194060381,0.4036885717477936
sub-sequences,8,9.25366157919674,0.3459100301225587
fall,2,10.352273867864849,0.8010753479016092
"intern,",2,10.352273867864849,0.7686503529980881
north,1,10.757738975973014,0.42289366313401483
procedures,7,9.371444614853123,0.35036288348985595
guidelines,5,9.659126687304903,0.5361751428737583
sayan kumar pal,11,8.965979506744958,0.37464876977194966
standards,3,10.064591795413069,1.7929564959955022
post-order,1,10.757738975973014,1.2777827537691162
comma,12,8.885936799071423,1.6774319659021781
sourabh_sinha,8,9.25366157919674,0.5323798019844669
scope,21,8.359843703174644,0.5132354365776879
divisors,55,7.42553446579781,1.3308583756222054
devasu,1,10.757738975973014,0.8964782479977511
garg_ak0109,22,8.31539194060381,0.44777032609866035
rishavpandey1,2,10.352273867864849,0.8201206870082381
specialization,4,9.841448244098858,0.533955086634476
recursions,1,10.757738975973014,0.26618990099223344
akashdeep18,2,10.352273867864849,0.4493135800792635
.kv,5,9.659126687304903,0.25661771828884394
canvas,14,8.742835955430749,0.7920813339564705
yashkhandelwal8,22,8.31539194060381,0.34884633155025757
tyagikartik4282,9,9.148301063538913,0.7005303099007947
errors?,1,10.757738975973014,0.6370186388968866
madhusudan_soni,6,9.504976007477646,0.3375730532808555
proxychains,1,10.757738975973014,1.0757738975973015
iterative,61,7.323751771487867,0.9148301063538913
vindusha,4,9.841448244098858,0.8359843703174644
smitha dinesh semwal,54,7.443552971300488,0.6962249786800819
feduser,3,10.064591795413069,1.0757738975973015
pankaj_singh,4,9.841448244098858,0.39420989858986827
vishodushaozae,3,10.064591795413069,0.9659126687304904
functors,3,10.064591795413069,0.9504976007477647
rajat yadav 2,1,10.757738975973014,0.616768242779497
kunalgupta,5,9.659126687304903,0.5966089223042305
mosaic,1,10.757738975973014,1.1407357505333189
given-when,1,10.757738975973014,0.7922177583540555
lower,17,8.560514398636794,0.999505551468493
wythoff,1,10.757738975973014,0.29425840227043715
crossover,2,10.352273867864849,0.9643436843915061
genetic,7,9.371444614853123,1.2152067396237882
occur,8,9.25366157919674,0.5786966627671809
loss,15,8.678297434293178,0.4613553341847368
mohit gupta_omg :),30,8.016898952047812,0.6697295965426595
squared,4,9.841448244098858,0.3805010331348146
&in,5,9.659126687304903,0.3805010331348146
"(a,b)*}",1,10.757738975973014,0.9504976007477647
accepting,13,8.8118288269177,0.6162619125838424
l,56,7.4078348886984084,0.6123009987743377
npda,11,8.965979506744958,0.6177886597969212
rumor,7,9.371444614853123,0.6996538860279452
w,8,9.25366157919674,0.41211364674914464
{wwr,2,10.352273867864849,1.3798752410435575
mwinensoaa,1,10.757738975973014,1.269419542724489
ajourney,24,8.232010331664759,1.3798752410435575
graph.,1,10.757738975973014,1.1363397992952111
agile,6,9.504976007477646,1.2588326895596715
prior,1,10.757738975973014,0.989871082783417
innerhtml,1,10.757738975973014,1.1879131343719729
innertext,1,10.757738975973014,1.353750985881748
ankur goel,5,9.659126687304903,0.8686921364844509
stateful,3,10.064591795413069,1.5908757190132958
stateless,3,10.064591795413069,1.810598176746918
shivamkukreti,4,9.841448244098858,1.4404781828967201
(++),1,10.757738975973014,1.5368198537104305
(–),1,10.757738975973014,1.5368198537104305
canvas.move(),1,10.757738975973014,1.5368198537104305
premmaurya,4,9.841448244098858,1.5368198537104305
yesterday’s,1,10.757738975973014,0.7177710998678954
yash_maheshwari,5,9.659126687304903,0.9723564653416551
(internship),12,8.885936799071423,0.6204943832031792
aniket rajani,1,10.757738975973014,1.6033797904095626
catalan,4,9.841448244098858,1.5849051263833596
non-volatile,1,10.757738975973014,1.3519076548607631
forest,7,9.371444614853123,1.850732315839348
kanakalathav99,3,10.064591795413069,1.850732315839348
weighted,30,8.016898952047812,0.8376514612338681
shruti171112208,1,10.757738975973014,1.1953043306636681
trees(n-array,1,10.757738975973014,1.1502526519849832
trees),3,10.064591795413069,0.9642552704770198
abhishek_vashisht,3,10.064591795413069,1.0412716238725692
correct,8,9.25366157919674,0.684175703534274
"swapped,",2,10.352273867864849,0.5271137577700234
palakmittal2,1,10.757738975973014,0.8907665502275347
nitishanon,1,10.757738975973014,0.9394615425532188
communicating,1,10.757738975973014,0.3131930423720877
manikachandna97,9,9.148301063538913,0.41259159298975867
threads,23,8.272832326185014,0.41259159298975867
raising,1,10.757738975973014,0.5078583234884122
cajetanrodrigues,1,10.757738975973014,0.5078583234884122
ipsec,1,10.757738975973014,0.5287450568860315
"lan,",2,10.352273867864849,0.7343190689098084
scrum,2,10.352273867864849,0.5738781637554269
xp,1,10.757738975973014,0.6388913768845581
ayushshukla8,1,10.757738975973014,0.5467114190259337
std::uniform_int_distribution,1,10.757738975973014,0.6654291878111027
shivamchauhan5,5,9.659126687304903,0.49149388096761176
jitender_1998,36,7.839968243888735,0.5435729044783065
nltk,9,9.148301063538913,1.1053305842612358
nltk.tokenize.stanfordtokenizer(),1,10.757738975973014,0.8621122506183626
gpu,2,10.352273867864849,1.0952423603735282
cookies,9,9.148301063538913,1.2229306283766848
pack(),1,10.757738975973014,0.6108802638137976
place(),1,10.757738975973014,1.3387778021218748
adith bharadwaj,7,9.371444614853123,3.0845538597322464
nltk.tweettokenizer(),1,10.757738975973014,2.892765811431059
2*arr[i-1],1,10.757738975973014,1.8567843900440861
arr[i]>,1,10.757738975973014,0.8409093927443236
md5,5,9.659126687304903,1.16500704150409
sha1,1,10.757738975973014,1.5368198537104305
separately,2,10.352273867864849,1.4377988279161527
slice(),2,10.352273867864849,1.3219516541709628
adp,2,10.352273867864849,0.8947857643846004
bharath v,1,10.757738975973014,0.34312699070936276
glob(),2,10.352273867864849,2.012918359082614
ankush_953,1,10.757738975973014,1.6812727437619075
habits,1,10.757738975973014,1.7931959013489918
recommended,1,10.757738975973014,1.6464020663329517
mphasis,3,10.064591795413069,0.8101753278740533
ml2302,1,10.757738975973014,1.304726494275151
uncommon,11,8.965979506744958,1.9682896488197716
classloader,1,10.757738975973014,1.9318253374609808
dannanamanoj,7,9.371444614853123,1.4552997773274645
nilarjun,2,10.352273867864849,0.8101753278740533
frontend,6,9.504976007477646,1.3308583756222054
in-demand,3,10.064591795413069,1.160374964466803
soumya7,8,9.25366157919674,0.34330146931551
29ajaykumar,24,8.232010331664759,1.7929564959955022
dimension,1,10.757738975973014,1.119114618023077
atm,6,9.504976007477646,1.2936677837365038
relay,2,10.352273867864849,1.2027966086559498
fdm,1,10.757738975973014,1.3159230158405908
tdm,1,10.757738975973014,1.1162159942377656
(ejb),1,10.757738975973014,1.2936677837365038
beans,5,9.659126687304903,1.0157166469768244
semi-supervised,1,10.757738975973014,1.26678975913715
gemini,5,9.659126687304903,0.2750305920939157
halves,15,8.678297434293178,0.3154024282991831
object-oriented,4,9.841448244098858,0.6089572863449911
(nas),1,10.757738975973014,0.363104205723673
(san),1,10.757738975973014,0.4143627593687474
attached,1,10.757738975973014,0.3154024282991831
minute,12,8.885936799071423,0.4143627593687474
vaibhavrai3,4,9.841448244098858,0.5920348114948863
peer-to-peer,1,10.757738975973014,0.462786306945697
gyanendra371,13,8.8118288269177,0.5183428721716294
modifying,5,9.659126687304903,0.2000858293777803
gigabit,1,10.757738975973014,0.4611746025816903
ihritik,40,7.737314089828651,0.4050904685332425
os.environ,1,10.757738975973014,0.37467539950285267
anuj0503,94,6.897009264932418,0.4245164501138647
bsts,12,8.885936799071423,0.1412875844097376
remain,5,9.659126687304903,0.23828686113942746
unchanged,1,10.757738975973014,0.27462906473683335
bagging,1,10.757738975973014,0.3154024282991831
site,4,9.841448244098858,0.6089572863449911
connection-less,2,10.352273867864849,0.363104205723673
connection-oriented,1,10.757738975973014,0.4143627593687474
sic/xe,1,10.757738975973014,0.3154024282991831
os.getenv(),1,10.757738975973014,0.4143627593687474
(set-2),3,10.064591795413069,0.5920348114948863
lattices,2,10.352273867864849,0.462786306945697
orders,3,10.064591795413069,0.5183428721716294
partial,9,9.148301063538913,0.2000858293777803
auxiliary,3,10.064591795413069,0.4611746025816903
appearance,3,10.064591795413069,0.4050904685332425
-sde,2,10.352273867864849,0.37467539950285267
shwetayadav,2,10.352273867864849,0.4245164501138647
